Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
8275,2023,5424,F,S,N,4,$30K - $50K,Victoria,BC,Canada,Food,Dairy,Dairy,3,13.8
8276,2023,796,M,S,Y,4,$30K - $50K,San Diego,CA,USA,Food,Dairy,Dairy,4,15.04
8277,2023,6440,M,S,Y,0,$10K - $30K,Merida,Yucatan,Mexico,Food,Produce,Specialty,3,10.52
8278,2023,5827,M,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Vegetables,3,4.38
8279,2023,7502,M,S,N,1,$10K - $30K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,6,19.38
8280,2023,7069,F,M,N,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,3,21.6
8281,2023,824,F,S,N,3,$30K - $50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Anchovies,4,19.38
8282,2023,7097,M,S,Y,4,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Household,Kitchen Products,3,5.04
8283,2023,8345,F,S,Y,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,5,11.64
8284,2023,10008,F,S,N,1,$10K - $30K,Merida,Yucatan,Mexico,Food,Starchy Foods,Starchy Foods,3,17.32
8285,2023,9141,M,M,Y,4,$70K - $90K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,3,12.58
8286,2023,10160,M,S,N,1,$50K - $70K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Cleaning Supplies,4,11.71
8287,2023,1350,M,M,Y,5,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Hygiene,6,10.47
8288,2023,3526,M,M,Y,0,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Household,Kitchen Products,3,6.82
8289,2023,4216,F,M,Y,5,$10K - $30K,Vancouver,BC,Canada,Food,Baking Goods,Baking Goods,3,9.92
8290,2023,8101,M,S,Y,2,$130K - $150K,Vancouver,BC,Canada,Food,Breakfast Foods,Breakfast Foods,4,8.28
8291,2023,7012,M,M,N,3,$10K - $30K,Los Angeles,CA,USA,Food,Baking Goods,Jams and Jellies,4,11.18
8292,2023,2384,F,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Meat,2,7.51
8293,2023,7521,M,M,Y,3,$130K - $150K,Salem,OR,USA,Food,Frozen Foods,Vegetables,5,12.08
8294,2023,8061,M,S,Y,1,$50K - $70K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,7.3
8295,2023,9498,M,S,N,4,$70K - $90K,Yakima,WA,USA,Food,Canned Foods,Canned Anchovies,2,17.2
8296,2023,2084,F,M,Y,1,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,3,16.97
8297,2023,4490,F,S,N,4,$10K - $30K,Salem,OR,USA,Food,Deli,Meat,4,14.95
8298,2023,6358,F,S,N,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Baked Goods,Bread,5,27.22
8299,2023,478,F,M,Y,5,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,3,10.51
8300,2023,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Eggs,Eggs,3,5.45
8301,2023,8344,F,M,N,1,$70K - $90K,San Francisco,CA,USA,Non-Consumable,Household,Candles,4,6.32
8302,2023,5315,M,M,N,2,$10K - $30K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,16.01
8303,2023,5669,M,S,N,5,$10K - $30K,Guadalajara,Jalisco,Mexico,Food,Produce,Fruit,5,3.65
8304,2023,4829,M,S,Y,0,$10K - $30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Decongestants,5,13.61
8305,2023,9481,F,S,N,2,$30K - $50K,San Diego,CA,USA,Non-Consumable,Household,Hardware,4,8.78
8306,2023,2099,M,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,3,7.73
8307,2023,1957,M,M,Y,2,$130K - $150K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,15.56
8308,2023,8457,M,M,N,1,$30K - $50K,Beverly Hills,CA,USA,Food,Deli,Meat,4,4.68
8309,2023,8374,F,M,N,2,$50K - $70K,Bremerton,WA,USA,Drink,Beverages,Drinks,5,19.19
8310,2023,9868,F,M,N,1,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,3,19.51
8311,2023,4018,F,S,Y,4,$90K - $110K,Bellingham,WA,USA,Drink,Beverages,Drinks,3,10.13
8312,2023,7836,M,S,Y,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,5,25.96
8313,2023,2777,F,S,N,4,$70K - $90K,Salem,OR,USA,Food,Breakfast Foods,Breakfast Foods,4,22.4
8314,2023,1501,F,M,N,2,$10K - $30K,Vancouver,BC,Canada,Food,Produce,Specialty,5,10.52
8315,2023,1767,M,S,Y,1,$70K - $90K,Vancouver,BC,Canada,Non-Consumable,Household,Electrical,2,8.22
8316,2023,7128,F,M,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snacks,Candy,3,8.25
8317,2023,1050,F,S,Y,1,$90K - $110K,Merida,Yucatan,Mexico,Food,Frozen Foods,Frozen Desserts,4,27.94
8318,2023,3553,M,S,N,3,$30K - $50K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,6,17.48
8319,2023,843,M,S,Y,0,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Jams and Jellies,5,30.51
8320,2023,4425,M,M,N,1,$110K - $130K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,2,8.99
8321,2023,8415,M,S,Y,4,$50K - $70K,Portland,OR,USA,Food,Frozen Foods,Vegetables,4,4.86
8322,2023,9498,M,S,N,4,$70K - $90K,Yakima,WA,USA,Food,Canned Foods,Canned Soup,5,18.36
8323,2023,1339,F,S,N,2,$70K - $90K,Salem,OR,USA,Food,Produce,Vegetables,5,41.58
8324,2023,6367,F,S,N,1,$50K - $70K,Bremerton,WA,USA,Food,Canned Foods,Canned Tuna,4,18.94
8325,2023,9811,F,S,N,1,$30K - $50K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Hardware,4,2.95
8326,2023,5594,F,S,Y,1,$10K - $30K,San Andres,DF,Mexico,Food,Dairy,Dairy,5,11.28
8327,2023,7700,M,M,Y,0,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Clams,3,12.68
8328,2023,5973,M,M,Y,2,$90K - $110K,Bremerton,WA,USA,Food,Produce,Vegetables,4,18.59
8329,2023,1614,F,S,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Starchy Foods,Starchy Foods,5,23.83
8330,2023,8363,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,18.77
8331,2023,8169,F,M,Y,3,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,3,9.53
8332,2023,3491,F,M,N,3,$70K - $90K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,3,5.18
8333,2023,4284,F,M,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,3,5.04
8334,2023,1059,M,S,N,4,$50K - $70K,San Andres,DF,Mexico,Food,Baked Goods,Bread,3,16.08
8335,2023,7308,M,M,Y,2,$130K - $150K,San Andres,DF,Mexico,Food,Produce,Fruit,3,3.11
8336,2023,10233,M,M,Y,2,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Pizza,5,8.74
8337,2023,6106,M,M,Y,4,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Vegetables,5,5.48
8338,2023,7337,M,S,N,2,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,2,3.84
8339,2023,6934,F,S,N,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,5.47
8340,2023,625,M,S,Y,1,$70K - $90K,Salem,OR,USA,Food,Produce,Specialty,4,7.04
8341,2023,2512,F,M,Y,2,$10K - $30K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,2,6.4
8342,2023,4176,M,M,Y,3,$110K - $130K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,3,11.94
8343,2023,8471,F,M,Y,2,$130K - $150K,San Diego,CA,USA,Food,Produce,Vegetables,4,15.4
8344,2023,8897,M,S,Y,5,$50K - $70K,Portland,OR,USA,Non-Consumable,Household,Kitchen Products,6,33.53
8345,2023,6787,M,S,Y,3,$50K - $70K,Vancouver,BC,Canada,Food,Produce,Fruit,5,13.28
8346,2023,4779,M,S,Y,4,$130K - $150K,Salem,OR,USA,Drink,Dairy,Dairy,5,23.22
8347,2023,5664,M,M,Y,4,$50K - $70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,6,10.21
8348,2023,1419,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Food,Snacks,Candy,4,3.33
8349,2023,2489,M,M,Y,4,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Household,Cleaning Supplies,5,10.71
8350,2023,3223,M,M,Y,1,$10K - $30K,Seattle,WA,USA,Food,Dairy,Dairy,6,21.48
8351,2023,5071,F,M,Y,1,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Seafood,Seafood,4,34.34
8352,2023,1312,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Produce,Vegetables,3,10.7
8353,2023,2177,M,M,Y,1,$10K - $30K,Seattle,WA,USA,Food,Produce,Vegetables,3,12.62
8354,2023,3048,M,S,Y,1,$10K - $30K,Seattle,WA,USA,Food,Produce,Fruit,5,25.84
8355,2023,6632,M,S,Y,0,$70K - $90K,Merida,Yucatan,Mexico,Food,Frozen Foods,Frozen Entrees,5,38.27
8356,2023,680,F,M,Y,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,3,34.56
8357,2023,1942,F,S,Y,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,5,6.05
8358,2023,796,M,S,Y,4,$30K - $50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,6,8.51
8359,2023,3748,F,M,Y,4,$30K - $50K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,6,10.98
8360,2023,9197,M,M,Y,1,$70K - $90K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,5,5.41
8361,2023,1643,F,M,Y,1,$70K - $90K,San Diego,CA,USA,Food,Baked Goods,Bread,5,8.23
8362,2023,9308,M,M,Y,4,$30K - $50K,Portland,OR,USA,Drink,Beverages,Hot Beverages,5,3.36
8363,2023,2628,M,S,Y,3,$130K - $150K,Vancouver,BC,Canada,Food,Produce,Fruit,5,30.32
8364,2023,7097,M,S,Y,4,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Breakfast Foods,5,25.83
8365,2023,8351,M,S,N,4,$70K - $90K,Spokane,WA,USA,Food,Canned Foods,Canned Oysters,5,7.29
8366,2023,7598,M,S,Y,2,$130K - $150K,Mexico City,DF,Mexico,Food,Eggs,Eggs,3,5.96
8367,2023,1787,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,2,8.85
8368,2023,303,M,M,Y,0,$30K - $50K,San Francisco,CA,USA,Food,Produce,Fruit,4,9.74
8369,2023,2021,M,M,N,3,$70K - $90K,Yakima,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,5.62
8370,2023,7620,M,S,N,2,$10K - $30K,Vancouver,BC,Canada,Food,Dairy,Dairy,5,8.75
8371,2023,3529,M,S,N,2,$50K - $70K,Salem,OR,USA,Food,Deli,Meat,6,32.02
8372,2023,6018,F,S,N,3,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Frozen Entrees,3,6.96
8373,2023,8199,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,9.4
8374,2023,1289,M,M,Y,4,$30K - $50K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,6.44
8375,2023,8564,F,M,Y,1,$10K - $30K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,5,3.54
8376,2023,9455,M,M,Y,5,$30K - $50K,Seattle,WA,USA,Food,Baked Goods,Bread,3,8.48
8377,2023,8902,M,M,Y,0,$10K - $30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,10.37
8378,2023,5813,M,S,N,4,$30K - $50K,Bremerton,WA,USA,Food,Dairy,Dairy,4,22.27
8379,2023,5466,M,S,Y,4,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Fruit,7,26.97
8380,2023,1166,M,S,N,0,$30K - $50K,Salem,OR,USA,Food,Frozen Foods,Meat,4,2.79
8381,2023,5588,F,M,Y,2,$30K - $50K,Victoria,BC,Canada,Drink,Dairy,Dairy,4,5.93
8382,2023,7946,F,M,Y,1,$90K - $110K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,4,26.68
8383,2023,8118,M,S,Y,4,$110K - $130K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,3,12.82
8384,2023,1942,F,S,Y,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,5,2.12
8385,2023,4826,F,S,N,5,$50K - $70K,Victoria,BC,Canada,Food,Canned Foods,Vegetables,4,20.29
8386,2023,8405,F,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,18.83
8387,2023,8376,F,M,Y,5,$130K - $150K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,5,6.44
8388,2023,9806,M,S,Y,4,$90K - $110K,San Andres,DF,Mexico,Food,Snacks,Candy,3,8.28
8389,2023,443,M,S,Y,1,$50K - $70K,Guadalajara,Jalisco,Mexico,Food,Snack Foods,Snack Foods,1,6.14
8390,2023,8667,M,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Produce,Vegetables,5,13.01
8391,2023,5038,M,S,Y,2,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,2,1.86
8392,2023,5464,M,S,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,38.52
8393,2023,8915,M,S,N,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Specialty,5,20.4
8394,2023,59,M,M,Y,5,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,5,9.6
8395,2023,9064,F,M,Y,3,$50K - $70K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,4,14.96
8396,2023,9682,M,M,N,4,$50K - $70K,Seattle,WA,USA,Food,Produce,Vegetables,5,8.98
8397,2023,1162,M,M,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,4,7.77
8398,2023,1948,M,M,Y,1,$130K - $150K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Baking Goods,4,5.42
8399,2023,7110,M,S,Y,3,$30K - $50K,Camacho,Zacatecas,Mexico,Drink,Beverages,Drinks,3,21.84
8400,2023,7206,F,S,N,1,$130K - $150K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,5,41.55
8401,2023,8854,F,M,Y,2,$70K - $90K,Bellingham,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,2,3.48
8402,2023,8945,F,S,Y,0,$30K - $50K,Yakima,WA,USA,Non-Consumable,Household,Cleaning Supplies,2,4.97
8403,2023,9268,M,M,Y,2,$10K - $30K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,24.84
8404,2023,10076,M,M,Y,5,$70K - $90K,Bellingham,WA,USA,Non-Consumable,Household,Hardware,5,7.3
8405,2023,9790,F,M,Y,4,$110K - $130K,Merida,Yucatan,Mexico,Food,Eggs,Eggs,5,17.18
8406,2023,1590,F,M,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,29.41
8407,2023,3870,M,S,N,1,$50K - $70K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,6,14.63
8408,2023,7703,M,S,N,5,$30K - $50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Shrimp,2,9.72
8409,2023,8709,M,M,Y,0,$30K - $50K,Los Angeles,CA,USA,Food,Eggs,Eggs,4,13.37
8410,2023,5971,F,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,6,4.54
8411,2023,6406,M,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,5,17.94
8412,2023,9962,M,S,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,4,1.39
8413,2023,5113,M,M,Y,3,$30K - $50K,Beverly Hills,CA,USA,Food,Snacks,Candy,5,8.1
8414,2023,6141,M,S,N,3,$30K - $50K,Beverly Hills,CA,USA,Drink,Dairy,Dairy,3,4.59
8415,2023,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Drink,Beverages,Carbonated Beverages,3,7.88
8416,2023,8188,F,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Canned Foods,Canned Soup,4,5.88
8417,2023,4947,M,M,Y,4,$10K - $30K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,4,7.44
8418,2023,7356,F,M,N,4,$10K - $30K,Merida,Yucatan,Mexico,Drink,Dairy,Dairy,3,21.49
8419,2023,818,F,M,N,2,$10K - $30K,Seattle,WA,USA,Food,Frozen Foods,Pizza,4,8.3
8420,2023,3952,M,M,Y,1,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,3,27.75
8421,2023,2156,F,M,Y,3,$50K - $70K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,13.52
8422,2023,2272,M,S,Y,1,$50K - $70K,Tacoma,WA,USA,Food,Frozen Foods,Pizza,4,12.06
8423,2023,3056,F,S,N,3,$50K - $70K,Mexico City,DF,Mexico,Food,Produce,Fruit,4,5.48
8424,2023,8457,M,M,N,1,$30K - $50K,Beverly Hills,CA,USA,Drink,Beverages,Hot Beverages,5,24.97
8425,2023,796,M,S,Y,4,$30K - $50K,San Diego,CA,USA,Food,Seafood,Seafood,6,6.24
8426,2023,7016,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Seafood,Seafood,4,9.29
8427,2023,9139,F,S,N,5,$10K - $30K,Walla Walla,WA,USA,Food,Snack Foods,Snack Foods,4,9.24
8428,2023,1343,M,M,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Sardines,4,12.86
8429,2023,3527,M,S,N,5,$10K - $30K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,6,13.2
8430,2023,4408,F,S,N,3,$10K - $30K,San Andres,DF,Mexico,Food,Snacks,Candy,4,4.77
8431,2023,8351,M,S,N,4,$70K - $90K,Spokane,WA,USA,Food,Produce,Vegetables,5,22.71
8432,2023,2863,M,M,Y,0,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,13.2
8433,2023,6560,F,S,Y,5,$70K - $90K,Tacoma,WA,USA,Drink,Dairy,Dairy,6,6.62
8434,2023,6111,M,S,Y,4,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Snacks,Candy,4,5.74
8435,2023,896,F,M,Y,5,$50K - $70K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,3,7.14
8436,2023,1491,F,M,Y,1,$130K - $150K,Spokane,WA,USA,Food,Baked Goods,Bread,3,20.67
8437,2023,8928,M,M,Y,0,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Plastic Products,2,5.88
8438,2023,9166,M,M,Y,1,$30K - $50K,Vancouver,BC,Canada,Food,Deli,Meat,4,10.21
8439,2023,8118,M,S,Y,4,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,4,14.3
8440,2023,1825,M,M,Y,5,$30K - $50K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,4,15.26
8441,2023,8034,M,S,N,4,$90K - $110K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,7.86
8442,2023,1990,F,S,Y,2,$10K - $30K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,5.63
8443,2023,2627,M,S,Y,1,$10K - $30K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,5,20.57
8444,2023,767,F,S,N,2,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,2,8.6
8445,2023,4104,M,M,N,3,$50K - $70K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,6,20.16
8446,2023,60,M,S,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,5,24.73
8447,2023,1171,F,S,Y,2,$50K - $70K,San Andres,DF,Mexico,Food,Baked Goods,Bread,3,15.44
8448,2023,8061,M,S,Y,1,$50K - $70K,San Andres,DF,Mexico,Food,Dairy,Dairy,5,23.7
8449,2023,9383,F,S,Y,4,$110K - $130K,Portland,OR,USA,Non-Consumable,Household,Plastic Products,5,24.84
8450,2023,4484,M,M,Y,3,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Canned Anchovies,4,20.79
8451,2023,5848,F,S,N,2,$70K - $90K,Beverly Hills,CA,USA,Food,Canned Products,Fruit,6,22.4
8452,2023,2501,F,S,N,2,$30K - $50K,Guadalajara,Jalisco,Mexico,Food,Deli,Side Dishes,2,3.92
8453,2023,48,M,M,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,4,8.16
8454,2023,6812,F,S,Y,3,$90K - $110K,Orizaba,Veracruz,Mexico,Non-Consumable,Periodicals,Magazines,2,7.96
8455,2023,5216,F,M,Y,2,$30K - $50K,Bremerton,WA,USA,Drink,Beverages,Pure Juice Beverages,4,11.4
8456,2023,1812,M,S,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Seafood,Seafood,4,18.9
8457,2023,4372,F,S,N,1,$50K - $70K,Salem,OR,USA,Food,Deli,Meat,2,17.7
8458,2023,6957,F,S,N,2,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,5,13.75
8459,2023,7550,M,M,Y,4,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,4,11.45
8460,2023,5129,F,S,N,2,$50K - $70K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,15.23
8461,2023,9873,M,S,Y,2,$90K - $110K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,7.68
8462,2023,597,M,S,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,4,4.93
8463,2023,6607,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,5,10.38
8464,2023,1755,F,M,Y,1,$110K - $130K,San Diego,CA,USA,Food,Starchy Foods,Starchy Foods,4,22.72
8465,2023,2704,F,S,N,1,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,2,7.64
8466,2023,9149,M,S,N,1,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Produce,Fruit,4,13.25
8467,2023,5348,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,5,5.11
8468,2023,52,F,S,N,3,$70K - $90K,Mexico City,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,19.44
8469,2023,4796,F,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Starchy Foods,Starchy Foods,5,21.28
8470,2023,9123,M,S,Y,1,$90K - $110K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,11.83
8471,2023,8966,F,S,N,3,$50K - $70K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,3,10.51
8472,2023,1753,F,M,Y,3,$10K - $30K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,8.76
8473,2023,5007,M,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,6,23.98
8474,2023,5820,M,S,Y,1,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Carbonated Beverages,5,12.11
8475,2023,1366,F,S,N,4,$90K - $110K,Salem,OR,USA,Food,Frozen Foods,Pizza,4,14.88
8476,2023,9919,F,S,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Canned Foods,Canned Soup,5,16.32
8477,2023,64,M,S,Y,4,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,2,12.04
8478,2023,5221,F,M,Y,1,$30K - $50K,San Andres,DF,Mexico,Food,Deli,Side Dishes,5,16.12
8479,2023,6544,F,S,N,0,$10K - $30K,Salem,OR,USA,Non-Consumable,Household,Paper Products,2,11.45
8480,2023,9383,F,S,Y,4,$110K - $130K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,4,3.02
8481,2023,2588,M,M,Y,3,$10K - $30K,Yakima,WA,USA,Food,Frozen Foods,Vegetables,3,9.46
8482,2023,4453,F,S,Y,1,$70K - $90K,Portland,OR,USA,Non-Consumable,Household,Cleaning Supplies,2,8.32
8483,2023,8926,M,S,Y,2,$70K - $90K,Seattle,WA,USA,Food,Deli,Side Dishes,5,11.17
8484,2023,2063,M,M,N,2,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Soup,5,21.49
8485,2023,3776,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Produce,Specialty,4,7.98
8486,2023,1815,M,M,Y,5,$30K - $50K,San Andres,DF,Mexico,Drink,Dairy,Dairy,6,3.42
8487,2023,7793,M,M,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,5,18.72
8488,2023,5163,M,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Produce,Vegetables,4,8.16
8489,2023,7530,M,M,N,1,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,2,8.78
8490,2023,6181,M,M,Y,4,$30K - $50K,Portland,OR,USA,Food,Starchy Foods,Starchy Foods,3,27.3
8491,2023,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Non-Consumable,Household,Plastic Products,6,29.79
8492,2023,7769,M,S,N,0,$10K - $30K,Portland,OR,USA,Food,Eggs,Eggs,5,28.8
8493,2023,4664,M,S,N,2,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,18.14
8494,2023,8709,M,M,Y,0,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Household,Electrical,5,15.12
8495,2023,1017,F,M,Y,4,$30K - $50K,Mexico City,DF,Mexico,Food,Canned Foods,Canned Tuna,3,8.31
8496,2023,1996,F,M,Y,1,$30K - $50K,Salem,OR,USA,Non-Consumable,Checkout,Hardware,4,2.49
8497,2023,3539,M,S,Y,2,$90K - $110K,Tacoma,WA,USA,Non-Consumable,Household,Electrical,3,12.1
8498,2023,4498,F,M,Y,2,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Household,Cleaning Supplies,6,12.06
8499,2023,1959,M,S,N,0,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,4,3.74
8500,2023,8860,M,M,N,4,$30K - $50K,Tacoma,WA,USA,Drink,Beverages,Drinks,4,29.8
8501,2023,2408,M,M,Y,0,$70K - $90K,San Francisco,CA,USA,Drink,Beverages,Pure Juice Beverages,3,4.34
